age,workclass,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,capital-balance,income
50,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,Outros,0,0
21,Private,HighGrad,NotMarried,Farming-fishing,Not-in-family,White,1,40,United-States,0,0
44,Local-gov,CommunityCollege,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
60,Self-emp-not-inc,HighGrad,Separated,Other-service,Not-in-family,Black,1,50,United-States,-1876,0
51,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,48,United-States,0,0
30,Private,HighGrad,NotMarried,Craft-repair,Other-relative,White,1,40,United-States,0,0
46,Self-emp-not-inc,CommunityCollege,Separated,Craft-repair,Not-in-family,White,1,40,United-States,0,0
43,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,45,United-States,0,1
57,Private,HighGrad,NotMarried,Other-service,Not-in-family,Black,1,48,United-States,0,0
48,Private,Masters,Married,Prof-specialty,Husband,White,1,40,United-States,-1902,1
68,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,White,1,40,United-States,2414,0
33,Private,CommunityCollege,NotMarried,Other-service,Not-in-family,White,1,24,United-States,0,0
22,Without-pay,HighGrad,NotMarried,Handlers-cleaners,Own-child,White,1,40,United-States,4416,0
28,Private,HighGrad,NotMarried,Machine-op-inspct,Not-in-family,White,1,50,United-States,0,0
32,Private,Masters,Married,Prof-specialty,Husband,Asian-Pac-Islander,1,40,Outros,0,0
56,Private,HighGrad,Separated,Craft-repair,Not-in-family,White,1,42,United-States,0,0
36,Private,HighGrad,Married,Other-service,Husband,White,1,50,United-States,0,0
34,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,55,United-States,0,0
18,Private,HighGrad,NotMarried,Sales,Not-in-family,White,0,40,United-States,-1721,0
39,Private,dropout,Widowed,Machine-op-inspct,Not-in-family,Black,1,40,United-States,-1590,0
25,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
27,Self-emp-not-inc,CommunityCollege,NotMarried,Craft-repair,Not-in-family,White,1,35,United-States,0,0
56,Self-emp-not-inc,Masters,Separated,Sales,Not-in-family,White,1,60,United-States,-1876,0
33,Self-emp-not-inc,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
49,Self-emp-inc,Doctorate,Married,Prof-specialty,Husband,Black,1,60,United-States,0,1
44,Self-emp-not-inc,HighGrad,Married,Exec-managerial,Husband,White,1,84,United-States,0,0
30,Self-emp-not-inc,dropout,NotMarried,Craft-repair,Not-in-family,White,1,45,United-States,0,1
27,Private,HighGrad,Separated,Craft-repair,Not-in-family,White,1,50,United-States,0,0
25,Private,Bachelors,NotMarried,Adm-clerical,Not-in-family,White,1,40,United-States,0,1
30,Self-emp-inc,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,1,40,United-States,0,0
38,Private,CommunityCollege,Married,Other-service,Husband,White,1,40,Outros,0,0
38,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
46,Private,CommunityCollege,Separated,Sales,Unmarried,White,0,40,United-States,0,0
37,Private,HighGrad,Widowed,Machine-op-inspct,Unmarried,White,0,20,United-States,0,0
62,Private,HighGrad,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
55,Self-emp-not-inc,HighGrad,Married,Other-service,Husband,White,1,40,United-States,0,0
47,Self-emp-not-inc,HighGrad,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,0,0
45,Private,HighGrad,Married,Prof-specialty,Wife,White,0,14,United-States,0,0
50,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
36,Private,HighGrad,Separated,Machine-op-inspct,Unmarried,White,1,40,United-States,0,0
45,Private,HighGrad,NotMarried,Sales,Not-in-family,White,0,20,United-States,0,0
23,Private,HighGrad,NotMarried,Transport-moving,Not-in-family,White,1,38,United-States,0,0
37,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,50,United-States,7688,1
38,State-gov,Doctorate,Married,Prof-specialty,Husband,White,1,55,United-States,0,1
27,Private,CommunityCollege,NotMarried,Handlers-cleaners,Own-child,Black,1,40,United-States,0,0
29,Private,Bachelors,Married,Sales,Wife,White,0,50,United-States,0,0
45,Local-gov,Masters,NotMarried,Prof-specialty,Not-in-family,White,0,40,United-States,0,0
41,Self-emp-inc,HighGrad,Married,Sales,Husband,White,1,55,United-States,-1887,1
38,Self-emp-not-inc,CommunityCollege,NotMarried,Other-service,Not-in-family,White,0,20,United-States,0,0
27,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,1,40,United-States,0,0
44,Federal-gov,HighGrad,Separated,Craft-repair,Not-in-family,White,1,40,United-States,0,0
33,Federal-gov,Masters,Married,Transport-moving,Husband,Black,1,40,Outros,0,0
28,Self-emp-inc,HighGrad,Married,Sales,Husband,Black,1,40,United-States,99999,1
32,Private,Bachelors,Married,Exec-managerial,Husband,White,1,45,United-States,0,1
43,Private,Masters,Married,Prof-specialty,Husband,White,1,55,United-States,0,0
45,Local-gov,HighGrad,Separated,Other-service,Own-child,Black,0,40,United-States,0,0
52,Federal-gov,CommunityCollege,Married,Other-service,Husband,White,1,40,United-States,7298,1
24,Private,HighGrad,NotMarried,Other-service,Not-in-family,White,1,35,United-States,0,0
47,Private,CommunityCollege,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
53,Self-emp-inc,Doctorate,Separated,Exec-managerial,Not-in-family,White,1,50,United-States,14084,1
31,Private,Bachelors,Married,Sales,Husband,White,1,40,United-States,0,1
30,Private,CommunityCollege,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,0,0
56,Private,HighGrad,Married,Adm-clerical,Husband,White,1,40,United-States,0,0
49,Federal-gov,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
38,Private,HighGrad,Married,Transport-moving,Husband,White,1,40,United-States,0,0
19,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,1,18,United-States,0,0
39,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
38,Private,HighGrad,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
47,Private,HighGrad,Married,Transport-moving,Husband,White,1,55,United-States,0,1
58,Private,dropout,Married,Craft-repair,Husband,White,1,40,United-States,0,0
27,Private,HighGrad,NotMarried,Transport-moving,Not-in-family,Black,1,40,United-States,2174,0
59,Local-gov,Masters,Separated,Prof-specialty,Not-in-family,White,1,40,United-States,0,1
24,Private,Bachelors,NotMarried,Sales,Not-in-family,White,1,47,United-States,0,0
42,Private,CommunityCollege,Married,Machine-op-inspct,Husband,White,1,40,United-States,2407,0
53,State-gov,Masters,Married,Exec-managerial,Husband,White,1,60,United-States,0,1
35,Private,HighGrad,Married,Handlers-cleaners,Husband,White,1,50,United-States,0,0
36,Local-gov,HighGrad,Married,Adm-clerical,Wife,Asian-Pac-Islander,0,40,Outros,0,1
26,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,Mexico,0,0
33,Private,dropout,Separated,Adm-clerical,Not-in-family,White,1,48,United-States,0,0
29,Private,CommunityCollege,Married,Prof-specialty,Husband,White,1,40,United-States,0,0
43,Private,dropout,Married,Handlers-cleaners,Husband,White,1,40,United-States,0,0
35,Private,Bachelors,Married,Sales,Husband,White,1,50,United-States,15024,1
48,Private,Bachelors,NotMarried,Prof-specialty,Other-relative,Asian-Pac-Islander,0,36,Philippines,0,1
45,Local-gov,Masters,Separated,Prof-specialty,Not-in-family,White,0,40,United-States,0,0
43,Private,HighGrad,Separated,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
27,Private,dropout,NotMarried,Other-service,Own-child,White,1,30,United-States,0,0
21,Private,dropout,NotMarried,Craft-repair,Own-child,White,1,40,United-States,0,0
39,Private,CommunityCollege,Married,Adm-clerical,Husband,White,1,40,United-States,15024,1
52,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,1,55,United-States,15024,1
41,Self-emp-inc,Bachelors,Widowed,Prof-specialty,Unmarried,White,0,40,United-States,0,0
48,Private,HighGrad,Married,Craft-repair,Husband,White,1,70,United-States,7688,1
53,State-gov,HighGrad,Separated,Exec-managerial,Not-in-family,White,1,40,United-States,-1092,0
33,Local-gov,CommunityCollege,Married,Craft-repair,Husband,White,1,50,United-States,0,0
37,Private,dropout,NotMarried,Craft-repair,Own-child,White,1,35,United-States,0,0
43,Federal-gov,Doctorate,Separated,Prof-specialty,Unmarried,Black,0,24,United-States,0,1
20,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
47,Private,Masters,Married,Prof-specialty,Husband,White,1,50,United-States,0,1
36,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,White,1,70,United-States,0,0
41,Private,HighGrad,Married,Transport-moving,Husband,White,1,45,United-States,-1887,1
67,Private,dropout,Married,Craft-repair,Husband,White,1,40,United-States,1797,0
38,Private,Bachelors,NotMarried,Craft-repair,Not-in-family,Black,1,40,Outros,0,0
47,Self-emp-not-inc,Masters,NotMarried,Exec-managerial,Not-in-family,Black,1,25,United-States,0,0
39,Private,CommunityCollege,Married,Tech-support,Husband,White,1,40,United-States,0,0
36,Private,HighGrad,NotMarried,Other-service,Own-child,Black,1,35,United-States,0,0
24,Private,CommunityCollege,Married,Adm-clerical,Husband,Black,1,40,United-States,0,0
50,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,White,1,84,United-States,0,0
21,Private,HighGrad,NotMarried,Other-service,Not-in-family,White,0,30,United-States,1055,0
21,Private,dropout,NotMarried,Other-service,Own-child,White,0,50,Mexico,0,0
40,Private,HighGrad,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,0,0
19,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,25,United-States,0,0
38,Private,HighGrad,NotMarried,Machine-op-inspct,Not-in-family,White,0,40,United-States,0,0
34,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,50,United-States,0,0
44,Local-gov,CommunityCollege,Separated,Exec-managerial,Not-in-family,White,1,50,United-States,0,0
20,Private,CommunityCollege,NotMarried,Sales,Own-child,White,0,25,United-States,0,0
44,Private,HighGrad,NotMarried,Exec-managerial,Not-in-family,White,1,55,Outros,-1564,1
49,Local-gov,HighGrad,Separated,Adm-clerical,Not-in-family,White,0,10,United-States,594,0
45,Self-emp-inc,CommunityCollege,Married,Prof-specialty,Husband,White,1,50,United-States,0,1
24,Private,HighGrad,NotMarried,Craft-repair,Own-child,White,1,40,United-States,0,0
34,Private,HighGrad,Separated,Adm-clerical,Own-child,White,1,40,United-States,0,0
58,Self-emp-not-inc,HighGrad,Married,Sales,Husband,White,1,72,United-States,0,1
39,Private,HighGrad,Married,Craft-repair,Husband,White,1,45,United-States,0,0
22,Private,HighGrad,NotMarried,Other-service,Own-child,White,1,40,United-States,0,0
38,Private,Bachelors,Married,Prof-specialty,Wife,White,0,32,United-States,0,1
32,Federal-gov,Masters,Married,Prof-specialty,Husband,White,1,50,United-States,15024,1
45,State-gov,HighGrad,Separated,Transport-moving,Not-in-family,White,1,48,United-States,0,0
23,Private,HighGrad,Married,Machine-op-inspct,Husband,Black,1,45,United-States,0,0
35,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,45,United-States,0,0
52,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,45,United-States,0,1
55,Private,CommunityCollege,Separated,Craft-repair,Not-in-family,White,1,40,United-States,0,0
23,Private,HighGrad,NotMarried,Farming-fishing,Own-child,White,1,40,United-States,0,0
22,Private,Bachelors,Married,Adm-clerical,Own-child,Amer-Indian-Eskimo,0,25,United-States,2885,0
27,Private,HighGrad,Married,Adm-clerical,Husband,White,1,40,United-States,0,0
24,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,15,United-States,0,0
21,Private,CommunityCollege,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,0,0
49,Private,Bachelors,Separated,Sales,Other-relative,White,0,35,United-States,0,0
32,Private,dropout,Married,Machine-op-inspct,Husband,White,1,40,United-States,0,0
64,Private,CommunityCollege,Widowed,Other-service,Unmarried,White,0,24,United-States,0,0
37,Self-emp-not-inc,HighGrad,NotMarried,Farming-fishing,Unmarried,White,1,50,United-States,0,0
61,Private,dropout,NotMarried,Machine-op-inspct,Not-in-family,White,1,40,Outros,0,0
44,Private,HighGrad,Married,Craft-repair,Wife,White,0,40,United-States,0,1
53,Private,HighGrad,Married,Craft-repair,Husband,White,1,52,United-States,0,1
43,Private,Masters,NotMarried,Prof-specialty,Not-in-family,White,1,50,United-States,0,1
60,State-gov,Doctorate,Married,Prof-specialty,Husband,White,1,40,United-States,-1902,1
23,Private,CommunityCollege,NotMarried,Sales,Own-child,White,0,40,United-States,0,0
25,Private,Masters,Married,Machine-op-inspct,Not-in-family,White,1,40,Mexico,0,0
29,Private,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
51,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,0,55,Outros,0,0
47,Private,dropout,NotMarried,Farming-fishing,Not-in-family,White,1,12,Mexico,0,0
20,Private,HighGrad,NotMarried,Exec-managerial,Unmarried,White,0,40,United-States,0,0
25,Private,dropout,Married,Transport-moving,Husband,White,1,40,Outros,5178,1
27,Private,dropout,Married,Machine-op-inspct,Husband,White,1,40,United-States,0,0
23,Private,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
18,Private,HighGrad,NotMarried,Other-service,Own-child,White,0,27,United-States,0,0
23,Private,dropout,Married,Transport-moving,Husband,White,1,32,United-States,0,0
59,Self-emp-not-inc,HighGrad,Separated,Exec-managerial,Not-in-family,White,1,60,United-States,0,0
46,Private,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,0,37,United-States,0,0
46,Local-gov,Masters,Married,Prof-specialty,Husband,Black,1,38,United-States,0,1
36,Local-gov,dropout,NotMarried,Other-service,Unmarried,White,0,23,United-States,0,0
44,Private,HighGrad,NotMarried,Machine-op-inspct,Unmarried,White,0,40,United-States,0,0
17,Private,dropout,NotMarried,Sales,Own-child,White,1,20,United-States,0,0
27,Private,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,White,1,45,United-States,0,0
32,Private,CommunityCollege,Married,Sales,Husband,White,1,40,United-States,0,1
53,Private,HighGrad,Separated,Other-service,Not-in-family,Black,1,40,United-States,0,0
22,Private,CommunityCollege,NotMarried,Prof-specialty,Own-child,White,1,98,United-States,0,0
30,Private,CommunityCollege,NotMarried,Prof-specialty,Own-child,White,0,40,United-States,0,0
47,Self-emp-not-inc,Bachelors,Married,Prof-specialty,Husband,White,1,30,United-States,-2002,0
68,Self-emp-not-inc,CommunityCollege,Married,Sales,Husband,White,1,40,United-States,0,1
39,Private,HighGrad,Married,Sales,Husband,White,1,40,United-States,0,0
22,Private,Bachelors,NotMarried,Adm-clerical,Own-child,White,0,40,United-States,0,0
20,Private,HighGrad,NotMarried,Sales,Own-child,White,0,35,United-States,0,0
21,Private,HighGrad,NotMarried,Handlers-cleaners,Other-relative,White,1,38,Outros,0,0
30,Self-emp-not-inc,HighGrad,Married,Exec-managerial,Husband,White,1,75,United-States,0,0
25,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,40,United-States,0,0
23,State-gov,HighGrad,NotMarried,Other-service,Own-child,White,0,21,United-States,0,0
40,State-gov,Bachelors,Married,Prof-specialty,Other-relative,White,1,40,United-States,0,0
26,Federal-gov,HighGrad,NotMarried,Adm-clerical,Not-in-family,Asian-Pac-Islander,1,40,United-States,0,0
57,Self-emp-not-inc,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,1
36,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,60,United-States,0,1
49,State-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,1,40,United-States,0,0
58,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,1
32,Private,CommunityCollege,Separated,Exec-managerial,Not-in-family,Black,1,40,United-States,0,0
59,Private,HighGrad,Married,Adm-clerical,Husband,White,1,45,United-States,0,1
42,State-gov,Bachelors,NotMarried,Adm-clerical,Other-relative,White,0,40,United-States,0,0
37,Private,Bachelors,Married,Exec-managerial,Husband,Asian-Pac-Islander,1,40,Outros,0,0
40,Private,Masters,Married,Prof-specialty,Husband,White,1,45,United-States,15024,1
47,Private,HighGrad,Married,Transport-moving,Husband,White,1,40,United-States,0,0
56,Private,Bachelors,Married,Prof-specialty,Husband,White,1,45,United-States,0,1
30,Private,HighGrad,NotMarried,Adm-clerical,Own-child,White,0,40,United-States,0,0
42,Private,HighGrad,Widowed,Exec-managerial,Not-in-family,Black,0,35,United-States,0,0
21,Private,HighGrad,NotMarried,Other-service,Own-child,White,1,40,United-States,0,0
21,Private,HighGrad,NotMarried,Machine-op-inspct,Own-child,White,0,40,Outros,0,0
47,Private,HighGrad,Married,Tech-support,Wife,White,0,40,United-States,0,0
22,Self-emp-not-inc,CommunityCollege,NotMarried,Farming-fishing,Own-child,White,1,20,United-States,0,0
35,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,14344,1
41,Private,dropout,NotMarried,Handlers-cleaners,Other-relative,Black,0,40,United-States,0,0
43,Federal-gov,Bachelors,Married,Handlers-cleaners,Husband,White,1,53,United-States,0,0
60,Private,CommunityCollege,Married,Sales,Husband,White,1,55,United-States,0,0
73,Private,dropout,Married,Sales,Husband,White,1,30,United-States,0,1
90,Private,Bachelors,Married,Exec-managerial,Wife,White,0,40,Outros,0,1
62,Federal-gov,HighGrad,Married,Adm-clerical,Husband,White,1,38,United-States,0,0
28,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
45,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
19,Private,HighGrad,NotMarried,Sales,Not-in-family,White,1,45,United-States,0,0
